41;Osnovna škola - redovni program - 6. razred osnovne škole ;6
41;Osnovna škola - redovni program - 7. razred osnovne škole ;7
41;Osnovna škola - redovni program - 8. razred osnovne škole ;8
42;Osnovna škola - redovni program - 1. razred osnovne škole ;1
42;Osnovna škola - redovni program - 2. razred osnovne škole ;2
42;Osnovna škola - redovni program - 3. razred osnovne škole ;3
42;Osnovna škola - redovni program - 4. razred osnovne škole ;4
42;Osnovna škola - redovni program - 5. razred osnovne škole ;5
42;Osnovna škola - redovni program - 6. razred osnovne škole ;6
42;Osnovna škola - redovni program - 7. razred osnovne škole ;7
42;Osnovna škola - redovni program - 8. razred osnovne škole ;8
43;Osnovna škola - redovni program - 1. razred osnovne škole ;1
43;Osnovna škola - redovni program - 2. razred osnovne škole ;2
43;Osnovna škola - redovni program - 3. razred osnovne škole ;3
43;Osnovna škola - redovni program - 4. razred osnovne škole ;4
43;Osnovna škola - redovni program - 5. razred osnovne škole ;5
43;Osnovna škola - redovni program - 6. razred osnovne škole ;6
43;Osnovna škola - redovni program - 7. razred osnovne škole ;7
43;Osnovna škola - redovni program - 8. razred osnovne škole ;8
44;Osnovna škola - redovni program - 1. razred osnovne škole ;1
44;Osnovna škola - redovni program - 2. razred osnovne škole ;2
44;Osnovna škola - redovni program - 3. razred osnovne škole ;3
44;Osnovna škola - redovni program - 4. razred osnovne škole ;4
44;Osnovna škola - redovni program - 5. razred osnovne škole ;5
44;Osnovna škola - redovni program - 6. razred osnovne škole ;6
44;Osnovna škola - redovni program - 7. razred osnovne škole ;7
44;Osnovna škola - redovni program - 8. razred osnovne škole ;8
45;Osnovna škola - redovni program - 1. razred osnovne škole ;1
45;Osnovna škola - redovni program - 2. razred osnovne škole ;2
45;Osnovna škola - redovni program - 3. razred osnovne škole ;3
45;Osnovna škola - redovni program - 4. razred osnovne škole ;4
45;Osnovna škola - članak 4 / prilagođeni program - 5. razred osnovne škole ;5
45;Osnovna škola - redovni program - 5. razred osnovne škole ;5
45;Osnovna škola - članak 4 / prilagođeni program - 6. razred osnovne škole ;6
45;Osnovna škola - redovni program - 6. razred osnovne škole ;6
45;Osnovna škola - članak 4 / prilagođeni program - 7. razred osnovne škole ;7
45;Osnovna škola - redovni program - 7. razred osnovne škole ;7
45;Osnovna škola - članak 4 / prilagođeni program - 8. razred osnovne škole ;8
45;Osnovna škola - redovni program - 8. razred osnovne škole ;8
46;Osnovna škola - redovni program - 1. razred osnovne škole ;1
46;Osnovna škola - redovni program - 2. razred osnovne škole ;2
46;Osnovna škola - redovni program - 3. razred osnovne škole ;3
46;Osnovna škola - redovni program - 4. razred osnovne škole ;4
46;Osnovna škola - redovni program - 5. razred osnovne škole ;5
46;Osnovna škola - redovni program - 6. razred osnovne škole ;6
46;Osnovna škola - redovni program - 7. razred osnovne škole ;7
46;Osnovna škola - redovni program - 8. razred osnovne škole ;8
47;Osnovna škola - redovni program - 1. razred osnovne škole ;1
47;Osnovna škola - redovni program - 2. razred osnovne škole ;2
47;Osnovna škola - redovni program - 3. razred osnovne škole ;3
47;Osnovna škola - redovni program - 4. razred osnovne škole ;4
47;Osnovna škola - redovni program - 5. razred osnovne škole ;5
